vaccine_coverage_cat,pathogen_cat,complication_cat,time,prob_gte1
25% lower,Measles,Post-measles neurological sequelae,5580,1
25% lower,Measles,Post-measles neurological sequelae,5610,1
25% lower,Measles,Post-measles neurological sequelae,5640,1
25% lower,Measles,Post-measles neurological sequelae,5670,1
25% lower,Measles,Post-measles neurological sequelae,5700,1
25% lower,Measles,Post-measles neurological sequelae,5730,1
25% lower,Measles,Post-measles neurological sequelae,5760,1
25% lower,Measles,Post-measles neurological sequelae,5790,1
25% lower,Measles,Post-measles neurological sequelae,5820,1
25% lower,Measles,Post-measles neurological sequelae,5850,1
25% lower,Measles,Post-measles neurological sequelae,5880,1
25% lower,Measles,Post-measles neurological sequelae,5910,1
25% lower,Measles,Post-measles neurological sequelae,5940,1
25% lower,Measles,Post-measles neurological sequelae,5970,1
25% lower,Measles,Post-measles neurological sequelae,6000,1
25% lower,Measles,Post-measles neurological sequelae,6030,1
25% lower,Measles,Post-measles neurological sequelae,6060,1
25% lower,Measles,Post-measles neurological sequelae,6090,1
25% lower,Measles,Post-measles neurological sequelae,6120,1
25% lower,Measles,Post-measles neurological sequelae,6150,1
25% lower,Measles,Post-measles neurological sequelae,6180,1
25% lower,Measles,Post-measles neurological sequelae,6210,1
25% lower,Measles,Post-measles neurological sequelae,6240,1
25% lower,Measles,Post-measles neurological sequelae,6270,1
25% lower,Measles,Post-measles neurological sequelae,6300,1
25% lower,Measles,Post-measles neurological sequelae,6330,1
25% lower,Measles,Post-measles neurological sequelae,6360,1
25% lower,Measles,Post-measles neurological sequelae,6390,1
25% lower,Measles,Post-measles neurological sequelae,6420,1
25% lower,Measles,Post-measles neurological sequelae,6450,1
25% lower,Measles,Post-measles neurological sequelae,6480,1
25% lower,Measles,Post-measles neurological sequelae,6510,1
25% lower,Measles,Post-measles neurological sequelae,6540,1
25% lower,Measles,Post-measles neurological sequelae,6570,1
25% lower,Measles,Post-measles neurological sequelae,6600,1
25% lower,Measles,Post-measles neurological sequelae,6630,1
25% lower,Measles,Post-measles neurological sequelae,6660,1
25% lower,Measles,Post-measles neurological sequelae,6690,1
25% lower,Measles,Post-measles neurological sequelae,6720,1
25% lower,Measles,Post-measles neurological sequelae,6750,1
25% lower,Measles,Post-measles neurological sequelae,6780,1
25% lower,Measles,Post-measles neurological sequelae,6810,1
25% lower,Measles,Post-measles neurological sequelae,6840,1
25% lower,Measles,Post-measles neurological sequelae,6870,1
25% lower,Measles,Post-measles neurological sequelae,6900,1
25% lower,Measles,Post-measles neurological sequelae,6930,1
25% lower,Measles,Post-measles neurological sequelae,6960,1
25% lower,Measles,Post-measles neurological sequelae,6990,1
25% lower,Measles,Post-measles neurological sequelae,7020,1
25% lower,Measles,Post-measles neurological sequelae,7050,1
25% lower,Measles,Post-measles neurological sequelae,7080,1
25% lower,Measles,Post-measles neurological sequelae,7110,1
25% lower,Measles,Post-measles neurological sequelae,7140,1
25% lower,Measles,Post-measles neurological sequelae,7170,1
25% lower,Measles,Post-measles neurological sequelae,7200,1
25% lower,Measles,Post-measles neurological sequelae,7230,1
25% lower,Measles,Post-measles neurological sequelae,7260,1
25% lower,Measles,Post-measles neurological sequelae,7290,1
25% lower,Measles,Post-measles neurological sequelae,7320,1
25% lower,Measles,Post-measles neurological sequelae,7350,1
25% lower,Measles,Post-measles neurological sequelae,7380,1
25% lower,Measles,Post-measles neurological sequelae,7410,1
25% lower,Measles,Post-measles neurological sequelae,7440,1
25% lower,Measles,Post-measles neurological sequelae,7470,1
25% lower,Measles,Post-measles neurological sequelae,7500,1
25% lower,Measles,Post-measles neurological sequelae,7530,1
25% lower,Measles,Post-measles neurological sequelae,7560,1
25% lower,Measles,Post-measles neurological sequelae,7590,1
25% lower,Measles,Post-measles neurological sequelae,7620,1
25% lower,Measles,Post-measles neurological sequelae,7650,1
25% lower,Measles,Post-measles neurological sequelae,7680,1
25% lower,Measles,Post-measles neurological sequelae,7710,1
25% lower,Measles,Post-measles neurological sequelae,7740,1
25% lower,Measles,Post-measles neurological sequelae,7770,1
25% lower,Measles,Post-measles neurological sequelae,7800,1
25% lower,Measles,Post-measles neurological sequelae,7830,1
25% lower,Measles,Post-measles neurological sequelae,7860,1
25% lower,Measles,Post-measles neurological sequelae,7890,1
25% lower,Measles,Post-measles neurological sequelae,7920,1
25% lower,Measles,Post-measles neurological sequelae,7950,1
25% lower,Measles,Post-measles neurological sequelae,7980,1
25% lower,Measles,Post-measles neurological sequelae,8010,1
25% lower,Measles,Post-measles neurological sequelae,8040,1
25% lower,Measles,Post-measles neurological sequelae,8070,1
25% lower,Measles,Post-measles neurological sequelae,8100,1
25% lower,Measles,Post-measles neurological sequelae,8130,1
25% lower,Measles,Post-measles neurological sequelae,8160,1
25% lower,Measles,Post-measles neurological sequelae,8190,1
25% lower,Measles,Post-measles neurological sequelae,8220,1
25% lower,Measles,Post-measles neurological sequelae,8250,1
25% lower,Measles,Post-measles neurological sequelae,8280,1
25% lower,Measles,Post-measles neurological sequelae,8310,1
25% lower,Measles,Post-measles neurological sequelae,8340,1
25% lower,Measles,Post-measles neurological sequelae,8370,1
25% lower,Measles,Post-measles neurological sequelae,8400,1
25% lower,Measles,Post-measles neurological sequelae,8430,1
25% lower,Measles,Post-measles neurological sequelae,8460,1
25% lower,Measles,Post-measles neurological sequelae,8490,1
25% lower,Measles,Post-measles neurological sequelae,8520,1
25% lower,Measles,Post-measles neurological sequelae,8550,1
25% lower,Measles,Post-measles neurological sequelae,8580,1
25% lower,Measles,Post-measles neurological sequelae,8610,1
25% lower,Measles,Post-measles neurological sequelae,8640,1
25% lower,Measles,Post-measles neurological sequelae,8670,1
25% lower,Measles,Post-measles neurological sequelae,8700,1
25% lower,Measles,Post-measles neurological sequelae,8730,1
25% lower,Measles,Post-measles neurological sequelae,8760,1
25% lower,Measles,Post-measles neurological sequelae,8790,1
25% lower,Measles,Post-measles neurological sequelae,8820,1
25% lower,Measles,Post-measles neurological sequelae,8850,1
25% lower,Measles,Post-measles neurological sequelae,8880,1
25% lower,Measles,Post-measles neurological sequelae,8910,1
25% lower,Measles,Post-measles neurological sequelae,8940,1
25% lower,Measles,Post-measles neurological sequelae,8970,1
25% lower,Measles,Post-measles neurological sequelae,9000,1
25% lower,Measles,Post-measles neurological sequelae,9030,1
25% lower,Measles,Post-measles neurological sequelae,9060,1
25% lower,Measles,Post-measles neurological sequelae,9090,1
25% lower,Measles,Post-measles neurological sequelae,9120,1
Current levels,Measles,Post-measles neurological sequelae,30,0.0010000000000000117
Current levels,Measles,Post-measles neurological sequelae,60,0.010000000000000007
Current levels,Measles,Post-measles neurological sequelae,90,0.018500000000000003
Current levels,Measles,Post-measles neurological sequelae,120,0.03299999999999998
Current levels,Measles,Post-measles neurological sequelae,150,0.047999999999999966
Current levels,Measles,Post-measles neurological sequelae,180,0.058000000000000086
Current levels,Measles,Post-measles neurological sequelae,210,0.06899999999999991
Current levels,Measles,Post-measles neurological sequelae,240,0.08199999999999999
Current levels,Measles,Post-measles neurological sequelae,270,0.09349999999999999
Current levels,Measles,Post-measles neurological sequelae,300,0.10349999999999984
Current levels,Measles,Post-measles neurological sequelae,330,0.11600000000000017
Current levels,Measles,Post-measles neurological sequelae,360,0.12599999999999995
Current levels,Measles,Post-measles neurological sequelae,390,0.1420000000000001
Current levels,Measles,Post-measles neurological sequelae,420,0.1505000000000001
Current levels,Measles,Post-measles neurological sequelae,450,0.15949999999999998
Current levels,Measles,Post-measles neurological sequelae,480,0.1755000000000002
Current levels,Measles,Post-measles neurological sequelae,510,0.184
Current levels,Measles,Post-measles neurological sequelae,540,0.20050000000000007
Current levels,Measles,Post-measles neurological sequelae,570,0.2115
Current levels,Measles,Post-measles neurological sequelae,600,0.226
Current levels,Measles,Post-measles neurological sequelae,630,0.23699999999999993
Current levels,Measles,Post-measles neurological sequelae,660,0.25050000000000006
Current levels,Measles,Post-measles neurological sequelae,690,0.2635
Current levels,Measles,Post-measles neurological sequelae,720,0.2775000000000001
Current levels,Measles,Post-measles neurological sequelae,750,0.29099999999999987
Current levels,Measles,Post-measles neurological sequelae,780,0.3024999999999999
Current levels,Measles,Post-measles neurological sequelae,810,0.3125
Current levels,Measles,Post-measles neurological sequelae,840,0.32350000000000007
Current levels,Measles,Post-measles neurological sequelae,870,0.3329999999999999
Current levels,Measles,Post-measles neurological sequelae,900,0.34700000000000014
Current levels,Measles,Post-measles neurological sequelae,930,0.3555
Current levels,Measles,Post-measles neurological sequelae,960,0.3630000000000002
Current levels,Measles,Post-measles neurological sequelae,990,0.3720000000000001
Current levels,Measles,Post-measles neurological sequelae,1020,0.38200000000000006
Current levels,Measles,Post-measles neurological sequelae,1050,0.3905
Current levels,Measles,Post-measles neurological sequelae,1080,0.3995000000000002
Current levels,Measles,Post-measles neurological sequelae,1110,0.4084999999999999
Current levels,Measles,Post-measles neurological sequelae,1140,0.41800000000000004
Current levels,Measles,Post-measles neurological sequelae,1170,0.4300000000000001
Current levels,Measles,Post-measles neurological sequelae,1200,0.43499999999999994
Current levels,Measles,Post-measles neurological sequelae,1230,0.4464999999999999
Current levels,Measles,Post-measles neurological sequelae,1260,0.456
Current levels,Measles,Post-measles neurological sequelae,1290,0.4605000000000001
Current levels,Measles,Post-measles neurological sequelae,1320,0.47299999999999986
Current levels,Measles,Post-measles neurological sequelae,1350,0.4810000000000001
Current levels,Measles,Post-measles neurological sequelae,1380,0.4889999999999997
Current levels,Measles,Post-measles neurological sequelae,1410,0.4974999999999999
Current levels,Measles,Post-measles neurological sequelae,1440,0.5059999999999999
Current levels,Measles,Post-measles neurological sequelae,1470,0.5134999999999998
Current levels,Measles,Post-measles neurological sequelae,1500,0.5205
Current levels,Measles,Post-measles neurological sequelae,1530,0.5294999999999999
Current levels,Measles,Post-measles neurological sequelae,1560,0.5375000000000002
Current levels,Measles,Post-measles neurological sequelae,1590,0.5454999999999998
Current levels,Measles,Post-measles neurological sequelae,1620,0.5539999999999998
Current levels,Measles,Post-measles neurological sequelae,1650,0.5614999999999999
Current levels,Measles,Post-measles neurological sequelae,1680,0.5669999999999998
Current levels,Measles,Post-measles neurological sequelae,1710,0.5729999999999997
Current levels,Measles,Post-measles neurological sequelae,1740,0.58
Current levels,Measles,Post-measles neurological sequelae,1770,0.5859999999999997
Current levels,Measles,Post-measles neurological sequelae,1800,0.5915000000000001
Current levels,Measles,Post-measles neurological sequelae,1830,0.5970000000000003
Current levels,Measles,Post-measles neurological sequelae,1860,0.6045000000000001
Current levels,Measles,Post-measles neurological sequelae,1890,0.6094999999999999
Current levels,Measles,Post-measles neurological sequelae,1920,0.6194999999999998
Current levels,Measles,Post-measles neurological sequelae,1950,0.6255
Current levels,Measles,Post-measles neurological sequelae,1980,0.6330000000000002
Current levels,Measles,Post-measles neurological sequelae,2010,0.6369999999999997
Current levels,Measles,Post-measles neurological sequelae,2040,0.6454999999999999
Current levels,Measles,Post-measles neurological sequelae,2070,0.6514999999999997
Current levels,Measles,Post-measles neurological sequelae,2100,0.6544999999999999
Current levels,Measles,Post-measles neurological sequelae,2130,0.6595000000000002
Current levels,Measles,Post-measles neurological sequelae,2160,0.6640000000000001
Current levels,Measles,Post-measles neurological sequelae,2190,0.6695000000000002
Current levels,Measles,Post-measles neurological sequelae,2220,0.6740000000000003
Current levels,Measles,Post-measles neurological sequelae,2250,0.6819999999999999
Current levels,Measles,Post-measles neurological sequelae,2280,0.6879999999999998
Current levels,Measles,Post-measles neurological sequelae,2310,0.6924999999999998
Current levels,Measles,Post-measles neurological sequelae,2340,0.696
Current levels,Measles,Post-measles neurological sequelae,2370,0.6985000000000003
Current levels,Measles,Post-measles neurological sequelae,2400,0.7024999999999998
Current levels,Measles,Post-measles neurological sequelae,2430,0.7084999999999997
Current levels,Measles,Post-measles neurological sequelae,2460,0.7124999999999999
Current levels,Measles,Post-measles neurological sequelae,2490,0.718
